"","Site","Time","Season","success","failure"
"3553","4E",0,"F",0,102
"3554","4E",0,"S",2,171
"3555","4E",1,"F",1,101
"3556","4E",1,"S",0,173
"3557","4E",2,"F",0,102
"3558","4E",2,"S",0,173
"3559","4E",3,"F",0,102
"3560","4E",3,"S",0,173
"3561","4E",4,"F",0,102
"3562","4E",4,"S",0,173
"3563","4E",5,"F",0,102
"3564","4E",5,"S",0,173
"3565","4E",6,"F",0,102
"3566","4E",6,"S",0,173
"3567","4E",7,"F",0,102
"3568","4E",7,"S",0,173
"3569","4E",8,"F",0,102
"3570","4E",8,"S",1,172
"3571","4E",9,"F",0,102
"3572","4E",9,"S",0,173
"3573","4E",10,"F",0,102
"3574","4E",10,"S",0,173
"3575","4E",11,"F",0,102
"3576","4E",11,"S",1,172
"3577","4E",12,"F",0,102
"3578","4E",12,"S",0,173
"3579","4E",13,"F",0,102
"3580","4E",13,"S",0,173
"3581","4E",14,"F",0,102
"3582","4E",14,"S",0,173
"3583","4E",15,"F",0,102
"3584","4E",15,"S",0,173
"3585","4E",16,"F",0,102
"3586","4E",16,"S",0,173
"3587","4E",17,"F",0,102
"3588","4E",17,"S",0,173
"3589","4E",18,"F",0,102
"3590","4E",18,"S",0,173
"3591","4E",19,"F",0,102
"3592","4E",19,"S",1,172
"3593","4E",20,"F",0,102
"3594","4E",20,"S",0,173
"3595","4E",21,"F",0,102
"3596","4E",21,"S",1,172
"3597","4E",22,"F",0,102
"3598","4E",22,"S",0,173
"3599","4E",23,"F",0,102
"3600","4E",23,"S",0,173
"3601","5A",0,"F",0,92
"3602","5A",0,"S",0,162
"3603","5A",1,"F",0,92
"3604","5A",1,"S",0,162
"3605","5A",2,"F",0,92
"3606","5A",2,"S",0,162
"3607","5A",3,"F",0,92
"3608","5A",3,"S",0,162
"3609","5A",4,"F",0,92
"3610","5A",4,"S",0,162
"3611","5A",5,"F",0,92
"3612","5A",5,"S",0,162
"3613","5A",6,"F",0,92
"3614","5A",6,"S",0,162
"3615","5A",7,"F",0,92
"3616","5A",7,"S",0,162
"3617","5A",8,"F",0,92
"3618","5A",8,"S",0,162
"3619","5A",9,"F",0,92
"3620","5A",9,"S",0,162
"3621","5A",10,"F",0,92
"3622","5A",10,"S",0,162
"3623","5A",11,"F",0,92
"3624","5A",11,"S",0,162
"3625","5A",12,"F",0,92
"3626","5A",12,"S",0,162
"3627","5A",13,"F",0,92
"3628","5A",13,"S",0,162
"3629","5A",14,"F",0,92
"3630","5A",14,"S",0,162
"3631","5A",15,"F",0,92
"3632","5A",15,"S",0,162
"3633","5A",16,"F",0,92
"3634","5A",16,"S",0,162
"3635","5A",17,"F",0,92
"3636","5A",17,"S",0,162
"3637","5A",18,"F",0,92
"3638","5A",18,"S",0,162
"3639","5A",19,"F",0,92
"3640","5A",19,"S",0,162
"3641","5A",20,"F",0,92
"3642","5A",20,"S",0,162
"3643","5A",21,"F",0,92
"3644","5A",21,"S",1,161
"3645","5A",22,"F",0,92
"3646","5A",22,"S",0,162
"3647","5A",23,"F",0,92
"3648","5A",23,"S",0,162
"3649","5B",0,"F",0,106
"3650","5B",0,"S",1,110
"3651","5B",1,"F",0,106
"3652","5B",1,"S",0,111
"3653","5B",2,"F",0,106
"3654","5B",2,"S",0,111
"3655","5B",3,"F",0,106
"3656","5B",3,"S",0,111
"3657","5B",4,"F",0,106
"3658","5B",4,"S",0,111
"3659","5B",5,"F",0,106
"3660","5B",5,"S",0,111
"3661","5B",6,"F",0,106
"3662","5B",6,"S",1,110
"3663","5B",7,"F",0,106
"3664","5B",7,"S",0,111
"3665","5B",8,"F",0,106
"3666","5B",8,"S",0,111
"3667","5B",9,"F",0,106
"3668","5B",9,"S",0,111
"3669","5B",10,"F",0,106
"3670","5B",10,"S",1,110
"3671","5B",11,"F",0,106
"3672","5B",11,"S",0,111
"3673","5B",12,"F",0,106
"3674","5B",12,"S",0,111
"3675","5B",13,"F",0,106
"3676","5B",13,"S",0,111
"3677","5B",14,"F",0,106
"3678","5B",14,"S",0,111
"3679","5B",15,"F",0,106
"3680","5B",15,"S",0,111
"3681","5B",16,"F",0,106
"3682","5B",16,"S",1,110
"3683","5B",17,"F",0,106
"3684","5B",17,"S",0,111
"3685","5B",18,"F",0,106
"3686","5B",18,"S",0,111
"3687","5B",19,"F",0,106
"3688","5B",19,"S",0,111
"3689","5B",20,"F",0,106
"3690","5B",20,"S",0,111
"3691","5B",21,"F",0,106
"3692","5B",21,"S",0,111
"3693","5B",22,"F",0,106
"3694","5B",22,"S",0,111
"3695","5B",23,"F",0,106
"3696","5B",23,"S",1,110
"3697","5C",0,"F",0,106
"3698","5C",0,"S",0,171
"3699","5C",1,"F",0,106
"3700","5C",1,"S",0,171
"3701","5C",2,"F",0,106
"3702","5C",2,"S",0,171
"3703","5C",3,"F",0,106
"3704","5C",3,"S",0,171
"3705","5C",4,"F",0,106
"3706","5C",4,"S",1,170
"3707","5C",5,"F",0,106
"3708","5C",5,"S",0,171
"3709","5C",6,"F",0,106
"3710","5C",6,"S",0,171
"3711","5C",7,"F",0,106
"3712","5C",7,"S",0,171
"3713","5C",8,"F",0,106
"3714","5C",8,"S",0,171
"3715","5C",9,"F",0,106
"3716","5C",9,"S",1,170
"3717","5C",10,"F",0,106
"3718","5C",10,"S",0,171
"3719","5C",11,"F",0,106
"3720","5C",11,"S",0,171
"3721","5C",12,"F",0,106
"3722","5C",12,"S",0,171
"3723","5C",13,"F",0,106
"3724","5C",13,"S",0,171
"3725","5C",14,"F",0,106
"3726","5C",14,"S",0,171
"3727","5C",15,"F",0,106
"3728","5C",15,"S",0,171
"3729","5C",16,"F",0,106
"3730","5C",16,"S",1,170
"3731","5C",17,"F",1,105
"3732","5C",17,"S",0,171
"3733","5C",18,"F",0,106
"3734","5C",18,"S",2,169
"3735","5C",19,"F",1,105
"3736","5C",19,"S",0,171
"3737","5C",20,"F",1,105
"3738","5C",20,"S",0,171
"3739","5C",21,"F",1,105
"3740","5C",21,"S",1,170
"3741","5C",22,"F",0,106
"3742","5C",22,"S",0,171
"3743","5C",23,"F",0,106
"3744","5C",23,"S",0,171
"3745","5D",0,"F",2,104
"3746","5D",0,"S",0,143
"3747","5D",1,"F",0,106
"3748","5D",1,"S",0,143
"3749","5D",2,"F",1,105
"3750","5D",2,"S",0,143
"3751","5D",3,"F",0,106
"3752","5D",3,"S",0,143
"3753","5D",4,"F",0,106
"3754","5D",4,"S",0,143
"3755","5D",5,"F",0,106
"3756","5D",5,"S",3,140
"3757","5D",6,"F",0,106
"3758","5D",6,"S",1,142
"3759","5D",7,"F",0,106
"3760","5D",7,"S",1,142
"3761","5D",8,"F",0,106
"3762","5D",8,"S",3,140
"3763","5D",9,"F",0,106
"3764","5D",9,"S",0,143
"3765","5D",10,"F",0,106
"3766","5D",10,"S",2,141
"3767","5D",11,"F",0,106
"3768","5D",11,"S",2,141
"3769","5D",12,"F",0,106
"3770","5D",12,"S",0,143
"3771","5D",13,"F",0,106
"3772","5D",13,"S",0,143
"3773","5D",14,"F",0,106
"3774","5D",14,"S",1,142
"3775","5D",15,"F",1,105
"3776","5D",15,"S",1,142
"3777","5D",16,"F",1,105
"3778","5D",16,"S",0,143
"3779","5D",17,"F",0,106
"3780","5D",17,"S",1,142
"3781","5D",18,"F",0,106
"3782","5D",18,"S",0,143
"3783","5D",19,"F",1,105
"3784","5D",19,"S",0,143
"3785","5D",20,"F",2,104
"3786","5D",20,"S",2,141
"3787","5D",21,"F",1,105
"3788","5D",21,"S",2,141
"3789","5D",22,"F",0,106
"3790","5D",22,"S",0,143
"3791","5D",23,"F",2,104
"3792","5D",23,"S",0,143
"3793","5E",0,"F",0,106
"3794","5E",0,"S",0,159
"3795","5E",1,"F",1,105
"3796","5E",1,"S",0,159
"3797","5E",2,"F",0,106
"3798","5E",2,"S",0,159
"3799","5E",3,"F",0,106
"3800","5E",3,"S",0,159
"3801","5E",4,"F",0,106
"3802","5E",4,"S",0,159
"3803","5E",5,"F",0,106
"3804","5E",5,"S",1,158
"3805","5E",6,"F",0,106
"3806","5E",6,"S",0,159
"3807","5E",7,"F",0,106
"3808","5E",7,"S",0,159
"3809","5E",8,"F",0,106
"3810","5E",8,"S",0,159
"3811","5E",9,"F",0,106
"3812","5E",9,"S",0,159
"3813","5E",10,"F",0,106
"3814","5E",10,"S",0,159
"3815","5E",11,"F",0,106
"3816","5E",11,"S",0,159
"3817","5E",12,"F",0,106
"3818","5E",12,"S",0,159
"3819","5E",13,"F",0,106
"3820","5E",13,"S",0,159
"3821","5E",14,"F",0,106
"3822","5E",14,"S",0,159
"3823","5E",15,"F",0,106
"3824","5E",15,"S",0,159
"3825","5E",16,"F",0,106
"3826","5E",16,"S",0,159
"3827","5E",17,"F",0,106
"3828","5E",17,"S",0,159
"3829","5E",18,"F",0,106
"3830","5E",18,"S",0,159
"3831","5E",19,"F",0,106
"3832","5E",19,"S",0,159
"3833","5E",20,"F",0,106
"3834","5E",20,"S",1,158
"3835","5E",21,"F",0,106
"3836","5E",21,"S",0,159
"3837","5E",22,"F",0,106
"3838","5E",22,"S",2,157
"3839","5E",23,"F",0,106
"3840","5E",23,"S",0,159
"3841","6A",0,"F",0,64
"3842","6A",0,"S",0,135
"3843","6A",1,"F",0,64
"3844","6A",1,"S",0,135
"3845","6A",2,"F",0,64
"3846","6A",2,"S",0,135
"3847","6A",3,"F",0,64
"3848","6A",3,"S",0,135
"3849","6A",4,"F",0,64
"3850","6A",4,"S",0,135
"3851","6A",5,"F",0,64
"3852","6A",5,"S",0,135
"3853","6A",6,"F",0,64
"3854","6A",6,"S",3,132
"3855","6A",7,"F",1,63
"3856","6A",7,"S",2,133
"3857","6A",8,"F",0,64
"3858","6A",8,"S",1,134
"3859","6A",9,"F",0,64
"3860","6A",9,"S",1,134
"3861","6A",10,"F",0,64
"3862","6A",10,"S",1,134
"3863","6A",11,"F",0,64
"3864","6A",11,"S",0,135
"3865","6A",12,"F",0,64
"3866","6A",12,"S",0,135
"3867","6A",13,"F",0,64
"3868","6A",13,"S",2,133
"3869","6A",14,"F",0,64
"3870","6A",14,"S",0,135
"3871","6A",15,"F",0,64
"3872","6A",15,"S",0,135
"3873","6A",16,"F",0,64
"3874","6A",16,"S",0,135
"3875","6A",17,"F",1,63
"3876","6A",17,"S",0,135
"3877","6A",18,"F",1,63
"3878","6A",18,"S",0,135
"3879","6A",19,"F",0,64
"3880","6A",19,"S",2,133
"3881","6A",20,"F",1,63
"3882","6A",20,"S",1,134
"3883","6A",21,"F",0,64
"3884","6A",21,"S",0,135
"3885","6A",22,"F",1,63
"3886","6A",22,"S",1,134
"3887","6A",23,"F",1,63
"3888","6A",23,"S",1,134
"3889","6B",0,"F",0,106
"3890","6B",0,"S",0,139
"3891","6B",1,"F",0,106
"3892","6B",1,"S",0,139
"3893","6B",2,"F",0,106
"3894","6B",2,"S",0,139
"3895","6B",3,"F",0,106
"3896","6B",3,"S",0,139
"3897","6B",4,"F",0,106
"3898","6B",4,"S",0,139
"3899","6B",5,"F",0,106
"3900","6B",5,"S",0,139
"3901","6B",6,"F",0,106
"3902","6B",6,"S",1,138
"3903","6B",7,"F",0,106
"3904","6B",7,"S",0,139
"3905","6B",8,"F",0,106
"3906","6B",8,"S",0,139
"3907","6B",9,"F",0,106
"3908","6B",9,"S",0,139
"3909","6B",10,"F",0,106
"3910","6B",10,"S",0,139
"3911","6B",11,"F",0,106
"3912","6B",11,"S",0,139
"3913","6B",12,"F",0,106
"3914","6B",12,"S",0,139
"3915","6B",13,"F",0,106
"3916","6B",13,"S",0,139
"3917","6B",14,"F",0,106
"3918","6B",14,"S",0,139
"3919","6B",15,"F",0,106
"3920","6B",15,"S",0,139
"3921","6B",16,"F",0,106
"3922","6B",16,"S",0,139
"3923","6B",17,"F",0,106
"3924","6B",17,"S",0,139
"3925","6B",18,"F",0,106
"3926","6B",18,"S",0,139
"3927","6B",19,"F",0,106
"3928","6B",19,"S",0,139
"3929","6B",20,"F",0,106
"3930","6B",20,"S",0,139
"3931","6B",21,"F",0,106
"3932","6B",21,"S",0,139
"3933","6B",22,"F",0,106
"3934","6B",22,"S",0,139
"3935","6B",23,"F",0,106
"3936","6B",23,"S",0,139
"3937","6C",0,"F",0,98
"3938","6C",0,"S",0,52
"3939","6C",1,"F",0,98
"3940","6C",1,"S",0,52
"3941","6C",2,"F",0,98
"3942","6C",2,"S",0,52
"3943","6C",3,"F",0,98
"3944","6C",3,"S",0,52
"3945","6C",4,"F",0,98
"3946","6C",4,"S",0,52
"3947","6C",5,"F",1,97
"3948","6C",5,"S",0,52
"3949","6C",6,"F",0,98
"3950","6C",6,"S",0,52
"3951","6C",7,"F",0,98
"3952","6C",7,"S",1,51
"3953","6C",8,"F",0,98
"3954","6C",8,"S",0,52
"3955","6C",9,"F",0,98
"3956","6C",9,"S",0,52
"3957","6C",10,"F",0,98
"3958","6C",10,"S",0,52
"3959","6C",11,"F",0,98
"3960","6C",11,"S",0,52
"3961","6C",12,"F",0,98
"3962","6C",12,"S",0,52
"3963","6C",13,"F",1,97
"3964","6C",13,"S",0,52
"3965","6C",14,"F",0,98
"3966","6C",14,"S",0,52
"3967","6C",15,"F",0,98
"3968","6C",15,"S",0,52
"3969","6C",16,"F",0,98
"3970","6C",16,"S",0,52
"3971","6C",17,"F",0,98
"3972","6C",17,"S",0,52
"3973","6C",18,"F",0,98
"3974","6C",18,"S",0,52
"3975","6C",19,"F",0,98
"3976","6C",19,"S",1,51
"3977","6C",20,"F",0,98
"3978","6C",20,"S",0,52
"3979","6C",21,"F",0,98
"3980","6C",21,"S",1,51
"3981","6C",22,"F",0,98
"3982","6C",22,"S",0,52
"3983","6C",23,"F",1,97
"3984","6C",23,"S",0,52
"3985","6D",0,"F",0,72
"3986","6D",0,"S",0,134
"3987","6D",1,"F",1,71
"3988","6D",1,"S",0,134
"3989","6D",2,"F",0,72
"3990","6D",2,"S",0,134
"3991","6D",3,"F",0,72
"3992","6D",3,"S",0,134
"3993","6D",4,"F",0,72
"3994","6D",4,"S",0,134
"3995","6D",5,"F",0,72
"3996","6D",5,"S",0,134
"3997","6D",6,"F",0,72
"3998","6D",6,"S",0,134
"3999","6D",7,"F",0,72
"4000","6D",7,"S",2,132
"4001","6D",8,"F",0,72
"4002","6D",8,"S",1,133
"4003","6D",9,"F",0,72
"4004","6D",9,"S",1,133
"4005","6D",10,"F",0,72
"4006","6D",10,"S",0,134
"4007","6D",11,"F",0,72
"4008","6D",11,"S",0,134
"4009","6D",12,"F",0,72
"4010","6D",12,"S",0,134
"4011","6D",13,"F",0,72
"4012","6D",13,"S",0,134
"4013","6D",14,"F",0,72
"4014","6D",14,"S",0,134
"4015","6D",15,"F",0,72
"4016","6D",15,"S",0,134
"4017","6D",16,"F",0,72
"4018","6D",16,"S",0,134
"4019","6D",17,"F",0,72
"4020","6D",17,"S",0,134
"4021","6D",18,"F",0,72
"4022","6D",18,"S",0,134
"4023","6D",19,"F",0,72
"4024","6D",19,"S",2,132
"4025","6D",20,"F",1,71
"4026","6D",20,"S",1,133
"4027","6D",21,"F",0,72
"4028","6D",21,"S",2,132
"4029","6D",22,"F",0,72
"4030","6D",22,"S",0,134
"4031","6D",23,"F",0,72
"4032","6D",23,"S",1,133
"4033","6E",0,"F",0,99
"4034","6E",0,"S",0,166
"4035","6E",1,"F",0,99
"4036","6E",1,"S",0,166
"4037","6E",2,"F",0,99
"4038","6E",2,"S",0,166
"4039","6E",3,"F",0,99
"4040","6E",3,"S",0,166
"4041","6E",4,"F",0,99
"4042","6E",4,"S",0,166
"4043","6E",5,"F",0,99
"4044","6E",5,"S",0,166
"4045","6E",6,"F",0,99
"4046","6E",6,"S",0,166
"4047","6E",7,"F",0,99
"4048","6E",7,"S",0,166
"4049","6E",8,"F",0,99
"4050","6E",8,"S",0,166
"4051","6E",9,"F",0,99
"4052","6E",9,"S",0,166
"4053","6E",10,"F",0,99
"4054","6E",10,"S",0,166
"4055","6E",11,"F",0,99
"4056","6E",11,"S",0,166
"4057","6E",12,"F",0,99
"4058","6E",12,"S",0,166
"4059","6E",13,"F",0,99
"4060","6E",13,"S",0,166
"4061","6E",14,"F",0,99
"4062","6E",14,"S",0,166
"4063","6E",15,"F",0,99
"4064","6E",15,"S",0,166
"4065","6E",16,"F",0,99
"4066","6E",16,"S",0,166
"4067","6E",17,"F",0,99
"4068","6E",17,"S",0,166
"4069","6E",18,"F",0,99
"4070","6E",18,"S",0,166
"4071","6E",19,"F",0,99
"4072","6E",19,"S",0,166
"4073","6E",20,"F",0,99
"4074","6E",20,"S",0,166
"4075","6E",21,"F",0,99
"4076","6E",21,"S",0,166
"4077","6E",22,"F",0,99
"4078","6E",22,"S",0,166
"4079","6E",23,"F",0,99
"4080","6E",23,"S",0,166
"4081","7A",0,"F",0,93
"4082","7A",0,"S",0,167
"4083","7A",1,"F",0,93
"4084","7A",1,"S",0,167
"4085","7A",2,"F",0,93
"4086","7A",2,"S",0,167
"4087","7A",3,"F",0,93
"4088","7A",3,"S",0,167
"4089","7A",4,"F",0,93
"4090","7A",4,"S",0,167
"4091","7A",5,"F",0,93
"4092","7A",5,"S",0,167
"4093","7A",6,"F",0,93
"4094","7A",6,"S",2,165
"4095","7A",7,"F",0,93
"4096","7A",7,"S",0,167
"4097","7A",8,"F",0,93
"4098","7A",8,"S",1,166
"4099","7A",9,"F",0,93
"4100","7A",9,"S",0,167
"4101","7A",10,"F",0,93
"4102","7A",10,"S",1,166
"4103","7A",11,"F",0,93
"4104","7A",11,"S",0,167
"4105","7A",12,"F",0,93
"4106","7A",12,"S",1,166
"4107","7A",13,"F",0,93
"4108","7A",13,"S",0,167
"4109","7A",14,"F",0,93
"4110","7A",14,"S",0,167
"4111","7A",15,"F",0,93
"4112","7A",15,"S",0,167
"4113","7A",16,"F",0,93
"4114","7A",16,"S",1,166
"4115","7A",17,"F",0,93
"4116","7A",17,"S",0,167
"4117","7A",18,"F",0,93
"4118","7A",18,"S",1,166
"4119","7A",19,"F",0,93
"4120","7A",19,"S",1,166
"4121","7A",20,"F",0,93
"4122","7A",20,"S",2,165
"4123","7A",21,"F",0,93
"4124","7A",21,"S",2,165
"4125","7A",22,"F",0,93
"4126","7A",22,"S",0,167
"4127","7A",23,"F",0,93
"4128","7A",23,"S",0,167
"4129","7B",0,"F",0,93
"4130","7B",0,"S",0,125
"4131","7B",1,"F",0,93
"4132","7B",1,"S",0,125
"4133","7B",2,"F",0,93
"4134","7B",2,"S",0,125
"4135","7B",3,"F",0,93
"4136","7B",3,"S",0,125
"4137","7B",4,"F",0,93
"4138","7B",4,"S",1,124
"4139","7B",5,"F",0,93
"4140","7B",5,"S",1,124
"4141","7B",6,"F",0,93
"4142","7B",6,"S",0,125
"4143","7B",7,"F",1,92
"4144","7B",7,"S",3,122
"4145","7B",8,"F",0,93
"4146","7B",8,"S",2,123
"4147","7B",9,"F",0,93
"4148","7B",9,"S",0,125
"4149","7B",10,"F",0,93
"4150","7B",10,"S",0,125
"4151","7B",11,"F",0,93
"4152","7B",11,"S",0,125
"4153","7B",12,"F",0,93
"4154","7B",12,"S",0,125
"4155","7B",13,"F",0,93
"4156","7B",13,"S",1,124
"4157","7B",14,"F",0,93
"4158","7B",14,"S",0,125
"4159","7B",15,"F",0,93
"4160","7B",15,"S",0,125
"4161","7B",16,"F",0,93
"4162","7B",16,"S",0,125
"4163","7B",17,"F",0,93
"4164","7B",17,"S",0,125
"4165","7B",18,"F",0,93
"4166","7B",18,"S",1,124
"4167","7B",19,"F",0,93
"4168","7B",19,"S",1,124
"4169","7B",20,"F",0,93
"4170","7B",20,"S",1,124
"4171","7B",21,"F",0,93
"4172","7B",21,"S",1,124
"4173","7B",22,"F",0,93
"4174","7B",22,"S",0,125
"4175","7B",23,"F",0,93
"4176","7B",23,"S",0,125
"4177","7C",0,"F",0,93
"4178","7C",0,"S",0,162
"4179","7C",1,"F",1,92
"4180","7C",1,"S",0,162
"4181","7C",2,"F",0,93
"4182","7C",2,"S",0,162
"4183","7C",3,"F",0,93
"4184","7C",3,"S",0,162
"4185","7C",4,"F",0,93
"4186","7C",4,"S",1,161
"4187","7C",5,"F",0,93
"4188","7C",5,"S",0,162
"4189","7C",6,"F",0,93
"4190","7C",6,"S",0,162
"4191","7C",7,"F",0,93
"4192","7C",7,"S",0,162
"4193","7C",8,"F",0,93
"4194","7C",8,"S",0,162
"4195","7C",9,"F",0,93
"4196","7C",9,"S",0,162
"4197","7C",10,"F",0,93
"4198","7C",10,"S",0,162
"4199","7C",11,"F",1,92
"4200","7C",11,"S",1,161
"4201","7C",12,"F",0,93
"4202","7C",12,"S",0,162
"4203","7C",13,"F",0,93
"4204","7C",13,"S",1,161
"4205","7C",14,"F",0,93
"4206","7C",14,"S",1,161
"4207","7C",15,"F",0,93
"4208","7C",15,"S",0,162
"4209","7C",16,"F",0,93
"4210","7C",16,"S",0,162
"4211","7C",17,"F",0,93
"4212","7C",17,"S",0,162
"4213","7C",18,"F",0,93
"4214","7C",18,"S",0,162
"4215","7C",19,"F",0,93
"4216","7C",19,"S",1,161
"4217","7C",20,"F",0,93
"4218","7C",20,"S",1,161
"4219","7C",21,"F",0,93
"4220","7C",21,"S",0,162
"4221","7C",22,"F",0,93
"4222","7C",22,"S",0,162
"4223","7C",23,"F",0,93
"4224","7C",23,"S",0,162
"4225","7D",0,"F",0,99
"4226","7D",0,"S",0,158
"4227","7D",1,"F",0,99
"4228","7D",1,"S",0,158
"4229","7D",2,"F",0,99
"4230","7D",2,"S",0,158
"4231","7D",3,"F",0,99
"4232","7D",3,"S",0,158
"4233","7D",4,"F",0,99
"4234","7D",4,"S",0,158
"4235","7D",5,"F",0,99
"4236","7D",5,"S",0,158
"4237","7D",6,"F",0,99
"4238","7D",6,"S",0,158
"4239","7D",7,"F",0,99
"4240","7D",7,"S",0,158
"4241","7D",8,"F",0,99
"4242","7D",8,"S",0,158
"4243","7D",9,"F",0,99
"4244","7D",9,"S",0,158
"4245","7D",10,"F",0,99
"4246","7D",10,"S",0,158
"4247","7D",11,"F",0,99
"4248","7D",11,"S",0,158
"4249","7D",12,"F",0,99
"4250","7D",12,"S",0,158
"4251","7D",13,"F",0,99
"4252","7D",13,"S",0,158
"4253","7D",14,"F",0,99
"4254","7D",14,"S",0,158
"4255","7D",15,"F",0,99
"4256","7D",15,"S",0,158
"4257","7D",16,"F",0,99
"4258","7D",16,"S",0,158
"4259","7D",17,"F",0,99
"4260","7D",17,"S",0,158
"4261","7D",18,"F",0,99
"4262","7D",18,"S",0,158
"4263","7D",19,"F",0,99
"4264","7D",19,"S",0,158
"4265","7D",20,"F",0,99
"4266","7D",20,"S",1,157
"4267","7D",21,"F",0,99
"4268","7D",21,"S",0,158
"4269","7D",22,"F",0,99
"4270","7D",22,"S",0,158
"4271","7D",23,"F",0,99
"4272","7D",23,"S",0,158
"4273","7E",0,"F",0,99
"4274","7E",0,"S",0,150
"4275","7E",1,"F",0,99
"4276","7E",1,"S",0,150
"4277","7E",2,"F",0,99
"4278","7E",2,"S",0,150
"4279","7E",3,"F",0,99
"4280","7E",3,"S",0,150
"4281","7E",4,"F",0,99
"4282","7E",4,"S",0,150
"4283","7E",5,"F",0,99
"4284","7E",5,"S",0,150
"4285","7E",6,"F",0,99
"4286","7E",6,"S",0,150
"4287","7E",7,"F",0,99
"4288","7E",7,"S",0,150
"4289","7E",8,"F",0,99
"4290","7E",8,"S",0,150
"4291","7E",9,"F",0,99
"4292","7E",9,"S",1,149
"4293","7E",10,"F",0,99
"4294","7E",10,"S",0,150
"4295","7E",11,"F",0,99
"4296","7E",11,"S",0,150
"4297","7E",12,"F",0,99
"4298","7E",12,"S",0,150
"4299","7E",13,"F",0,99
"4300","7E",13,"S",0,150
"4301","7E",14,"F",0,99
"4302","7E",14,"S",0,150
"4303","7E",15,"F",0,99
"4304","7E",15,"S",0,150
"4305","7E",16,"F",0,99
"4306","7E",16,"S",0,150
"4307","7E",17,"F",0,99
"4308","7E",17,"S",0,150
"4309","7E",18,"F",0,99
"4310","7E",18,"S",0,150
"4311","7E",19,"F",0,99
"4312","7E",19,"S",0,150
"4313","7E",20,"F",0,99
"4314","7E",20,"S",1,149
"4315","7E",21,"F",0,99
"4316","7E",21,"S",0,150
"4317","7E",22,"F",0,99
"4318","7E",22,"S",1,149
"4319","7E",23,"F",1,98
"4320","7E",23,"S",0,150
"4321","8A",0,"F",0,106
"4322","8A",0,"S",0,158
"4323","8A",1,"F",0,106
"4324","8A",1,"S",0,158
"4325","8A",2,"F",0,106
"4326","8A",2,"S",0,158
"4327","8A",3,"F",0,106
"4328","8A",3,"S",0,158
"4329","8A",4,"F",0,106
"4330","8A",4,"S",1,157
"4331","8A",5,"F",0,106
"4332","8A",5,"S",0,158
"4333","8A",6,"F",0,106
"4334","8A",6,"S",1,157
"4335","8A",7,"F",0,106
"4336","8A",7,"S",0,158
"4337","8A",8,"F",0,106
"4338","8A",8,"S",0,158
"4339","8A",9,"F",0,106
"4340","8A",9,"S",0,158
"4341","8A",10,"F",0,106
"4342","8A",10,"S",0,158
"4343","8A",11,"F",0,106
"4344","8A",11,"S",0,158
"4345","8A",12,"F",0,106
"4346","8A",12,"S",0,158
"4347","8A",13,"F",0,106
"4348","8A",13,"S",0,158
"4349","8A",14,"F",0,106
"4350","8A",14,"S",0,158
"4351","8A",15,"F",0,106
"4352","8A",15,"S",0,158
"4353","8A",16,"F",0,106
"4354","8A",16,"S",0,158
"4355","8A",17,"F",0,106
"4356","8A",17,"S",0,158
"4357","8A",18,"F",0,106
"4358","8A",18,"S",0,158
"4359","8A",19,"F",0,106
"4360","8A",19,"S",0,158
"4361","8A",20,"F",0,106
"4362","8A",20,"S",0,158
"4363","8A",21,"F",0,106
"4364","8A",21,"S",0,158
"4365","8A",22,"F",0,106
"4366","8A",22,"S",0,158
"4367","8A",23,"F",0,106
"4368","8A",23,"S",1,157
"4369","8B",0,"F",0,104
"4370","8B",0,"S",0,159
"4371","8B",1,"F",0,104
"4372","8B",1,"S",0,159
"4373","8B",2,"F",0,104
"4374","8B",2,"S",0,159
"4375","8B",3,"F",0,104
"4376","8B",3,"S",0,159
"4377","8B",4,"F",0,104
"4378","8B",4,"S",0,159
"4379","8B",5,"F",0,104
"4380","8B",5,"S",0,159
"4381","8B",6,"F",0,104
"4382","8B",6,"S",0,159
"4383","8B",7,"F",0,104
"4384","8B",7,"S",1,158
"4385","8B",8,"F",0,104
"4386","8B",8,"S",0,159
"4387","8B",9,"F",0,104
"4388","8B",9,"S",0,159
"4389","8B",10,"F",0,104
"4390","8B",10,"S",0,159
"4391","8B",11,"F",0,104
"4392","8B",11,"S",0,159
"4393","8B",12,"F",0,104
"4394","8B",12,"S",0,159
"4395","8B",13,"F",0,104
"4396","8B",13,"S",0,159
"4397","8B",14,"F",0,104
"4398","8B",14,"S",0,159
"4399","8B",15,"F",0,104
"4400","8B",15,"S",0,159
"4401","8B",16,"F",0,104
"4402","8B",16,"S",0,159
"4403","8B",17,"F",0,104
"4404","8B",17,"S",0,159
"4405","8B",18,"F",0,104
"4406","8B",18,"S",0,159
"4407","8B",19,"F",0,104
"4408","8B",19,"S",0,159
"4409","8B",20,"F",0,104
"4410","8B",20,"S",1,158
"4411","8B",21,"F",0,104
"4412","8B",21,"S",2,157
"4413","8B",22,"F",0,104
"4414","8B",22,"S",0,159
"4415","8B",23,"F",0,104
"4416","8B",23,"S",0,159
"4417","8C",0,"F",1,108
"4418","8C",0,"S",1,150
"4419","8C",1,"F",0,109
"4420","8C",1,"S",0,151
"4421","8C",2,"F",0,109
"4422","8C",2,"S",0,151
"4423","8C",3,"F",0,109
"4424","8C",3,"S",1,150
"4425","8C",4,"F",0,109
